genre,sub_genre,artist,album,song,ntQ,ntG,ntV,ntR,ntS,ntGl,ntRx,ntC,ntL
Rock,,The Beatles,Magical Mystery Tour,"Hello, Goodbye","8,75","8,75","8,5",,,,,,
Rock,,The Beatles,Magical Mystery Tour,I Am The Walrus,"8,75",8,9,,,,,,
Rock,,The Beatles,Magical Mystery Tour,Magical Mystery Tour,"7,5","8,5",8,,,,,,
Rock,,The Beatles,Magical Mystery Tour,Penny Lane,"9,5","9,25",9,,,,,,
Rock,,The Beatles,Magical Mystery Tour,Strawberry Fields Forever,"8,5",9,"8,5","7,5",,,,,
Rock,,The Beatles,Magical Mystery Tour,The Fool on the Hill,"8,75",9,9,"7,9",,,,,
Rock,,The Beatles,Magical Mystery Tour,Your Mother Should Know,"9,5","9,5","8,5",,,"7,75",,,
Rock,,The Beatles,Revolver,And Your Bird Can Sing,8,"8,25","8,5",,,,,,
Rock,,The Beatles,Revolver,Doctor Robert,"8,5",8,8,,,,,,
Rock,,The Beatles,Revolver,Eleanor Rigby,"8,5",9,"8,5",,,,,,
Rock,,The Beatles,Revolver,For No One,7,"6,5","7,5",,,,,,
Rock,,The Beatles,Revolver,Good Day Sunshine,"8,25","8,25","7,5",,,,,,
Rock,,The Beatles,Revolver,Got to Get You into My Life,"7,75","8,25","8,5",,,,,,
Rock,,The Beatles,Revolver,"Here, There and Everywhere","8,25",8,9,,,,,,
Rock,,The Beatles,Revolver,I Want to Tell You,"6,75",8,"7,5",,,,,,
Rock,,The Beatles,Revolver,I'm Only Sleeping,9,8,9,"8,5",,,,,
Rock,,The Beatles,Revolver,Love You To,"7,5","8,5","8,5",,,,,,
Rock,,The Beatles,Revolver,She Said She Said,"7,5","8,5","7,5",,,,,,
Rock,,The Beatles,Revolver,Taxman,8,"7,5",7,,,,,,
Rock,,The Beatles,Revolver,Tomorrow Never Knows,7,7,"6,5",,,,,,
Rock,,The Beatles,Revolver,Yellow Submarine,"9,25",8,9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,A Day in the Life,"8,5",9,9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Being For The Benefit Of Mr. Kite!,"7,75",8,8,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Fixing a hole,8,"8,5",9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Getting better,"8,5",9,9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Good Morning Good Morning,8,7,"7,5",,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Lovely Rita,"8,75",9,9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Lucy in the sky with diamonds,9,9,"8,5",,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,"8,25",,9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band (Reprise),"8,5",,"8,5",,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,She's leaving home,"6,5",8,"8,5",,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,When I'm sixty four,"7,75","7,5",9,,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,With a Little help from my friends,"9,75",9,"9,5",,,,,,
Rock,,The Beatles,Sgt Pepper's Lonely Hearts Club Band,Within You Without You,5,,8,,,,,,
Rock,,The Beatles,The Beatles,Back In The U.S.S.R,"8,75","8,5","7,5",,,,,,
Rock,,The Beatles,The Beatles,Birthday,9,"7,5",9,,,,,,
Rock,,The Beatles,The Beatles,Blackbird,"9,5",7,"9,5",,,,,,
Rock,,The Beatles,The Beatles,Cry Baby Cry,"8,5","6,75","8,5",,,,,,
Rock,,The Beatles,The Beatles,Dear Prudence,9,9,8,,,,,,
Rock,,The Beatles,The Beatles,Don’t Pass Me By,"7,75",8,,,,,,,
Rock,,The Beatles,The Beatles,Everybody’s Got Something to Hide Except Me and My Monkey,"8,5",8,,,,,,,
Rock,,The Beatles,The Beatles,Glass Onion,"7,5","7,5",,,,,,,
Rock,,The Beatles,The Beatles,Good Night,8,7,,,,,,,
Rock,,The Beatles,The Beatles,Happiness Is A Warm Gun,"9,5",9,,,,,,,
Rock,Heavy Metal,The Beatles,The Beatles,Helter Skelter,"9,5","8,75",,,,,,,
Rock,,The Beatles,The Beatles,Honey Pie,"9,25","8,75",9,,,,,,
Rock,,The Beatles,The Beatles,I Will,"8,25","6,5",,,,,,,
Rock,,The Beatles,The Beatles,I'm So Tired,"8,5","7,5",,,,,,,
Rock,,The Beatles,The Beatles,Julia,"7,25",7,,,,,,,
Rock,,The Beatles,The Beatles,"Long, Long, Long","8,25","7,5",,,,,,,
Rock,,The Beatles,The Beatles,Martha My Dear,"9,5",9,,,,,,,
Rock,,The Beatles,The Beatles,Mother Nature’s Son,8,"6,5",,,,,,,
Rock,,The Beatles,The Beatles,"Ob-La-Di, Ob-La-Da","7,5","7,5",,,,,,,
Rock,,The Beatles,The Beatles,Piggies,"8,25","8,5",,,,,,,
Rock,,The Beatles,The Beatles,Revolution 9,4,5,,,,,,,
Rock,,The Beatles,The Beatles,Revolution I,"8,5","8,5",,,,,,,
Rock,,The Beatles,The Beatles,Rocky Raccoon,"9,5","7,5","8,5",,,,,,
Rock,,The Beatles,The Beatles,Savoy Truffle,8,7,,,,,,,
Rock,,The Beatles,The Beatles,Sexy Sadie,"9,25",8,,,,,,,
Rock,,The Beatles,The Beatles,The Continuing Story Of Bungalow Bill,8,"7,5",,,,,,,
Rock,,The Beatles,The Beatles,While My Guitar Gently Weeps,"9,75","9,5",,"9,1",,,,,
Rock,,The Beatles,The Beatles,Why don’t we do it in the road?,"7,75","7,5",,,,,,,
Rock,,The Beatles,The Beatles,Wild Honey Pie,"6,5",7,,,,,,,
Rock,,The Beatles,The Beatles,Yer Blues,"8,25","6,5",,,,,,,
Disco,Funk,The Bee Gees,Main Course,Jive Talkin',"7,75",,,,,,,,
Disco,,The Bee Gees,Saturday Night Fever,Stayin' Alive,"9,25",,,"7,9",,,,,
Rock,Indie,The Black Keys,El Camino,Gold on the Ceiling,8,,,,,,,,
Rock,Garage Rock,The Black Keys,El Camino,Lonely Boy,8,,,"8,2",,,,,
Blues,,The Blues Brothers,The Blues Brothers,Sweet Home Chicago,"7,5",,,,,,,,
Rock,Soft Rock,The Doobie Brothers,Minute by Minute,What A Fool Believes,"8,5",,,,,,,,
Rock,Soft Rock,The Doobie Brothers,Minute by Minute,What a Fool Believes,8,,,,,,,,
Rock,Blues,The Doors,L.A. Woman,(You Need Meat) Don't Go No Further,"7,75",,8,,,,,,
Rock,Blues,The Doors,L.A. Woman,Been Down So Long,"8,25","7,75","8,5",,,,,,
Rock,Blues,The Doors,L.A. Woman,Cars Hiss By My Window,"8,5",8,9,,,,,,
Rock,Blues,The Doors,L.A. Woman,Crawling King Snake,8,"7,75","7,5",,,"6,75",,,
Rock,Blues,The Doors,L.A. Woman,Hyacinth House,"8,5","7,5",8,,,"6,75",,,
Rock,Psychedelia,The Doors,L.A. Woman,L.A Woman,"9,5",8,"9,5",,,,,,
Rock,Blues,The Doors,L.A. Woman,L' America,"6,5","7,5","7,5",,,,,,
Rock,Blues,The Doors,L.A. Woman,Love Her Madly,9,9,8,,,,,,
Rock,Psychedelia,The Doors,L.A. Woman,Riders On The Storm,10,9,"9,75",6,,8,,,
Rock,Psychedelia,The Doors,L.A. Woman,The changeling,"8,25","8,75","8,5",,,,,,
Rock,Blues,The Doors,L.A. Woman,The WASP,"7,5","8,25",7,,,6,,,
Rock,Psychedelia,The Doors,Strange Days,When The Music's Over,"8,25",,"8,5",,,,,,
Rock,Blues Rock,The Doors,The Doors,Alabama Song (Whisky Bar),9,9,9,,,,,,
Rock,Blues Rock,The Doors,The Doors,Back Door Man,"8,75","8,5","8,5",,,,,,
Rock,Blues Rock,The Doors,The Doors,Break on Through (To the Other Side),"8,5","8,5","8,5",,,,,,
Rock,Blues Rock,The Doors,The Doors,End of the Night,"7,5","8,25",8,,,,,,
Rock,Blues Rock,The Doors,The Doors,I Looked at You,"8,25","8,25",8,,,,,,
Rock,Blues Rock,The Doors,The Doors,Light My Fire,"8,5","8,75",9,,,,,,
Rock,Blues Rock,The Doors,The Doors,Soul Kitchen,"8,25","8,5",7,,,,,,
Rock,Blues Rock,The Doors,The Doors,Take It as It Comes,"8,5",8,"7,75",,,,,,
Rock,Blues Rock,The Doors,The Doors,The Crystal Ship,"7,25",8,"8,5",,,,,,
Rock,Psychedelia,The Doors,The Doors,The End,"6,75","8,75",9,,,,,,
Rock,Blues Rock,The Doors,The Doors,Twentieth Century Fox,"7,75","7,75","7,75",,,,,,
Rock,Surf Rock,The Eliminators,Unleashed,Dawn Patrol,8,,7,,,,,,
Rock,Alt Rock,The Killers,Hot Fuss,Somedy Told Me,"4,75",,,,,,,,
Soul,Doo-Wop,The Marvelettes,Please Mr. Postman,Please Mr. Postman,"8,25",,8,8,9,,,,
Rock,Punk,The Offspring,Smash,Come Out and Play,8,,,"9,7",,,,,
Rock,New Wave,The Police,Outlandos d'Amour,Be My Girl - Sally,"6,75",,6,,,"6,75",,,
Rock,New Wave,The Police,Outlandos d'Amour,Born In The 50's,"7,75",,7,8,,"7,25",,,
Rock,New Wave,The Police,Outlandos d'Amour,Can't Stand Losing You,"8,25",,8,,,6,,,
Rock,New Wave,The Police,Outlandos d'Amour,Hole In My Life,"7,75",,7,,,"6,5",,,
Rock,New Wave,The Police,Outlandos d'Amour,Masoko Tanga,"7,5",,6,,,"6,5",,,
Rock,New Wave,The Police,Outlandos d'Amour,Next To You,"7,5",,"7,5",,,7,,,
Rock,New Wave,The Police,Outlandos d'Amour,Peanuts,7,,7,,,"6,75",,,
Rock,New Wave,The Police,Outlandos d'Amour,Roxanne,"8,75",,"8,5","8,2",,"7,75",,,
Rock,New Wave,The Police,Outlandos d'Amour,So Lonely,8,,"7,5",,,"6,5",,,
Rock,New Wave,The Police,Outlandos d'Amour,Truth Hits Everybody,"7,25",,,"7,6",,"6,5",,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Almost Perfect,,,"5,75",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Boots of Chinese Plastic,,,"8,5",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Break Up the Concrete,,,"5,5",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Don't Cut Your Hair,,,6,,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Don't Lose Faith in Me,,,"4,75",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Love's a Mystery,,,5,,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,One thing never changed,,,"4,5",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,Rosalee,,,"6,5",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,The Last Ride,,,"5,5",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,The Nothing Maker,,,"5,75",,,,,,
Rock,Alternative,The Pretenders,Break Up the Concrete,You Didn't Have To,,,"3,75",,,,,,
Rock,Pop Rock,The Ramones,Ramones,Blitzkrieg Bop,7,,7,,,,,,
Rock,,The Rolling Stones,N/A,"Paint it, Black","8,5",,,"9,1",,,,,
Rock,Hard Rock,The Rolling Stones,Out of Our Heads,(I Can't Get No) Satisfaction,8,,,,,,,,
Rock,,The Rolling Stones,Some Girls,Beast of Burden,8,,,,,,,,
Pop,Indie Pop,The Shutes,Bright Blue Berlin Sky,Echo Of Love,"7,5",,"8,5",,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,Armageddon,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,Donkey Brain,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,Gets on Top,,,,"5,2",,,,5,
Ska-Punk,Reggae,The Skints,Swimming Lessons,I'm a Fool,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,La La La,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,Learning to Swim,"7,5",,8,"9,1",,,,"6,75",
Ska-Punk,Reggae,The Skints,Swimming Lessons,Love is the Devil,,,,"8,1",,,,6,
Ska-Punk,Reggae,The Skints,Swimming Lessons,New Kind of Friend,,,,"5,5",,,,"5,7",
Ska-Punk,Reggae,The Skints,Swimming Lessons,Oh My Love,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,Restless,,,,"8,6",,,,"7,8",
Ska-Punk,Reggae,The Skints,Swimming Lessons,Stop Looking Back,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,The Island,,,,,,,,,
Ska-Punk,Reggae,The Skints,Swimming Lessons,This is an Interlude,,,,"6,2",,,,"5,8",
Ska-Punk,Reggae,The Skints,Swimming Lessons,What Did I Learned Today?,,,,,,,,,
Country,,The Statler Brothers,Flowers on the Wall,Flowers on the Wall,9,,9,"9,1",4,,,,
Rock,Indie Rock,The Strokes,Room on Fire,Reptilia,8,,"8,5",,,,,,
Disco,,The Trammps,Disco Inferno,Disco Inferno,"9,25",,"7,5","8,4",,,,,
Rock,Pop Rock,The Turtles,Happy Together,Happy Together,"8,25",,,,,,,,
Rock,Garage Rock,The White Stripes,Elephant,Seven Nation Army,"7,5",,,"8,8",,,,,
Rock,Hard Rock,The Who,Who's Next,Baba O Riley,8,,,"7,8",,,,,
Rock,,The Who,Who's Next,Won't Get Fooled Again,"7,5",,,,,,,,
Rock,Hard Rock,Thin Lizzy,Jailbreak,The Boys Are Back In Town,"6,75",,,,,,,,
Rock,Hard Rock,Three Days Grace,Three Days Grace,I Hate Everything About You,"5,5",,,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Alfonso Muskender,8,,7,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Dolorean Dynamite,"9,25",,"9,5",8,,"8,5",,,
Electro,Disco,Todd Terje,It's Album Time,Inspector Norse,"8,75",,9,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Intro It's Album Time,"7,5",,7,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Oh Joy,"8,5",,8,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Preben Goes To Acapulco,8,,8,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Strandbar,9,,"8,5",,,,,,
Electro,Disco,Todd Terje,It's Album Time,Svensk Sås,"7,5",,7,,,,,,
Electro,Disco,Todd Terje,It's Album Time,Swing Star pt 1,"7,5",,"7,5",,,,,,
Electro,Disco,Todd Terje,It's Album Time,Swing Star pt 2,"7,75",,"7,5",,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,A Distant Closeness,"7,25",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,El Camino Negro,"7,75",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Headin West,7,,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Heat In The Streets,"7,5",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Highway Hustle,"7,25",,"7,75",,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Los Padres,"7,5",,"7,5",,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Postcard Home,7,,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Sidewalk Soul,7,,"6,5",,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Silent Miles,"7,25",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Slow Roll,"6,75",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,The Endless Road,"7,75",,"7,5",,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,Where Water Once Was,"7,25",,7,,,,,,
Rock,,Tommy Guerrero,Road To Knowhere,White Sands,"8,25",,7,,,,,,
Metal,Progressive,Tool,"10,000 Days","10,000 Days (Wings Pt 2)",,"8,5",,,,,,,
Metal,Progressive,Tool,"10,000 Days",Intension,,7,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Jambi,,9,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Lipan Conjuring,,"5,5",,,,,,,
Metal,Progressive,Tool,"10,000 Days",Lost Keys (Blame Hofman),,"8,75",,,,,,,
Metal,Progressive,Tool,"10,000 Days",Right in Two,,9,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Rosetta Stoned,,"8,75",,,,,,,
Metal,Progressive,Tool,"10,000 Days",The Pot,,9,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Vicarious,,9,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Viginti Tres,,4,,,,,,,
Metal,Progressive,Tool,"10,000 Days",Wings for Marie (Pt 1),,"8,5",,,,,,,
Metal,Progressive,Tool,Ænima,(-) Ions,3,"6,5",,,,,,,
Metal,Progressive,Tool,Ænima,Ænema,"8,75",9,,,,,,,
Metal,Progressive,Tool,Ænima,Cesaro Summability,"2,75",5,,,,,,,
Metal,Progressive,Tool,Ænima,Die Eier von Satan,5,6,,,,,,,
Metal,Progressive,Tool,Ænima,Eulogy,"8,25",8,,,,,,,
Metal,Progressive,Tool,Ænima,Forty Six & 2,9,9,,,,,,,
Metal,Progressive,Tool,Ænima,H.,8,"8,5",,,,,,,
Metal,Progressive,Tool,Ænima,Hooker with a penis,"8,5","8,5",,,,,,,
Metal,Progressive,Tool,Ænima,Intermission,7,"6,5",,,,,,,
Metal,Progressive,Tool,Ænima,Jimmy,"8,5",9,,,,,,,
Metal,Progressive,Tool,Ænima,Message to Harry Manback,"3,25",5,,,,,,,
Metal,Progressive,Tool,Ænima,Pushit,"8,5",9,,,,,,,
Metal,Progressive,Tool,Ænima,Stinkfist,"8,25","8,5",,,,,,,
Metal,Progressive,Tool,Ænima,Third eye,"7,75",8,,,,,,,
Metal,Progressive,Tool,Ænima,Useful Idiot,2,5,2,,,,,,
Metal,Progressive,Tool,Fear Inoculum,7empest,8,9,,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Chocolate Chip Trip,"5,25","6,5",,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Culling Voices,"8,25","8,5",,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Descending,9,"8,5",,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Fear Inoculum,8,"8,25",,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Invincible,"8,5",9,,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Legion Inoculant,"4,5",6,,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Litanie contre la Peur,"4,25","5,5",,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Mockingbeat,"6,5",7,,,,,,,
Metal,Progressive,Tool,Fear Inoculum,Pneuma,"8,75",9,,,,,,,
Metal,Progressive,Tool,Lateralus,Disposition,,"6,5",,,,,,,
Metal,Progressive,Tool,Lateralus,Eon Blue Apocalypse,,"6,5",,,,,,,
Metal,Progressive,Tool,Lateralus,Faaip De Oiad,,6,,,,,,,
Metal,Progressive,Tool,Lateralus,Lateralus,,9,,,,,,,
Metal,Progressive,Tool,Lateralus,Mantra,,6,,,,,,,
Metal,Progressive,Tool,Lateralus,Parabol,,9,,,,,,,
Metal,Progressive,Tool,Lateralus,Parabola,,9,,,,,,,
Metal,Progressive,Tool,Lateralus,Reflection,,8,,,,,,,
Metal,Progressive,Tool,Lateralus,Schism,10,9,,,,"9,5",,,
Metal,Progressive,Tool,Lateralus,The Grudge,,"8,5",,,,,,,
Metal,Progressive,Tool,Lateralus,The Patient,,8,,,,,,,
Metal,Progressive,Tool,Lateralus,Ticks & Leeches,,"8,5",,,,,,,
Metal,Progressive,Tool,Lateralus,Triad,,8,,,,,,,
Rock,Hard Rock,Toto,Toto,Hold The Line,"8,25",,,,,,,,
RnB,,Tragédie,Tragédie,Hey Oh,"5,25",,"4,75","5,6",,,,,
Rock,Pop Rock,Twenty One Pilots,Blurry Face,Ride,"3,75",,,,,,,,
Metal,Heavy Metal,Van Halen,Van Halen,Panama,8,,,,,,,,
Folk,Indie,Vance Joy,God Loves You When You're Dancing,Riptide,"6,5",,,,,,,,
Rock,Groove,Volbeat,Beyond Hell/Above Heaven,Heaven Nor Hell,"6,75",,,,,,,,
Funk,Pop,Vulfpeck,My First Car,Wait for the Moment,"8,75",,,,,,,,
Funk,,Vulfpeck,The Beautiful Game,"1 for 1, DiMaggio",8,,8,,,,,,
Funk,,Vulfpeck,The Beautiful Game,Animal Spirits,"8,5",,8,"7,1",,,,,
Funk,,Vulfpeck,The Beautiful Game,Aunt Leslie,"8,5",,7,,,,,,
Funk,,Vulfpeck,The Beautiful Game,Conscious Club,"8,75",,7,,,,,,
Funk,,Vulfpeck,The Beautiful Game,Cory Wong,"7,75",,"8,75",,,,,,
Funk,,Vulfpeck,The Beautiful Game,"Daddy, He Got a Tesla","7,5",,7,,,,,,
Funk,,Vulfpeck,The Beautiful Game,Dean Town,9,,9,5,,,,,
Funk,,Vulfpeck,The Beautiful Game,El Chepe,"7,75",,8,,,,,,
Funk,,Vulfpeck,The Beautiful Game,"Margery, My First Car","6,75",,6,,,,,,
Funk,,Vulfpeck,The Beautiful Game,The Sweet Science,"7,75",,"8,5",,,,,,
Funk,,Vulfpeck,Thrill of the Arts,Back Pocket,"8,5",,"8,5","5,1",,"8,75",,,
Funk,Pop,Vulfpeck,Thrill of the Arts,Game Winner,"6,5",,,,,,,,
Metal,Glam,Warrant,Cherry Pie,Cherry Pie,"6,5",,"5,5",,,,,,
Rock,Pop Rock,Weezer,Weezer (Blue Album),Say It Ain't So,"7,75",,7,,,,,,
Rock,Pop Rock,Weezer,Weezer (Green Album),Island In The Sun,9,,"8,5","8,2",,,,,
R&B,,Wejdene,N/A,Anissa,0,,0,,,,,,0
Metal,Symphonique,Within Temptation,Mother Earth,Caged,"6,75",,,,5,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Dark Wings,"7,75",,,,8,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Deceiver of Fools,"7,5",,,,6,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Ice Queen,"7,75",,,,8,,,,
Metal,Symphonique,Within Temptation,Mother Earth,In Perfect Harmony,"3,75",,,,5,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Mother Earth,8,,,"7,8",7,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Never Ending Story,"6,5",,,,5,,,,
Metal,Symphonique,Within Temptation,Mother Earth,Our Farewell,"4,75",,,,5,,,,
Metal,Symphonique,Within Temptation,Mother Earth,The Promise,"7,5",,,,8,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,All I Need,5,,,,7,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Final Destination,"6,75",,,,5,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Forgiven,"3,25",,,,3,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Frozen,"6,5",,,,6,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Hand of Sorrow,"7,5",,,,7,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Our Solemn Hour,8,,,"7,3",6,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,Stand My Ground,"7,25",,,,,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,The Cross,7,,,,7,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,The Heart of Everything,"8,25",,,"7,2",7,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,The Howling,7,,,,6,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,The Truth Beneath the Rose,"6,75",,,,6,,,,
Metal,Symphonique,Within Temptation,The Heart of Everything,What Have You Done,"7,25",,,7,6,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,A Demon's Fate,,,,,7,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Faster,,,,,5,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Fire and Ice,,,,,7,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,In the Middle of the Night,,,,,5,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Iron,,,,,7,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Lost,,,,,5,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Murder,,,,,6,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Shot in the Dark,,,,,7,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Sinead,,,,,5,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Stairway to the Skies,,,,,4,,,,
Metal,Symphonique,Within Temptation,The Unforgiving,Where is the Edge,,,,,4,,,,
Rock,Progressive,Yes,Fragile,Cans and Brahms,"7,5",,"7,5",,,,,,
Rock,Progressive,Yes,Fragile,Five per Cent for Nothing,3,,"4,5",,,,,,
Rock,Progressive,Yes,Fragile,Heart of the Sunrise,"9,5",,"8,5",,,,,,
Rock,Progressive,Yes,Fragile,Long Distance Runaround,"8,25",,7,,,,,,
Rock,Progressive,Yes,Fragile,Mood for a Day,"7,25",,9,,,,,,
Rock,Progressive,Yes,Fragile,Roundabout,9,,9,,9,,,,
Rock,Progressive,Yes,Fragile,South Side of the Sky,"8,5",,"8,5",,,,,,
Rock,Progressive,Yes,Fragile,The Fish (Schindleria Praemeturus),"7,75",,8,,,,,,
Rock,Progressive,Yes,Fragile,We Have Heaven,"8,5",,"7,5",,,,,,
Rock,Dance,Yes,Owner of a Lonely Heart,Owner of a Lonely Heart,"8,75",,9,,,,,,
Funk,,Yuksek,Into the Light,Into the Light,"8,5",,"7,5",,,8,,,
Jazz,,Yussef Kamaal,Black Focus,Ayla,7,,8,,,,,,
Jazz,,Yussef Kamaal,Black Focus,Black Focus,8,,9,"4,3",,,,,
Jazz,,Yussef Kamaal,Black Focus,Joint 17,7,,8,,,,,,
Jazz,,Yussef Kamaal,Black Focus,Lowrider,"8,5",,9,,,,,,
Jazz,,Yussef Kamaal,Black Focus,Mansur's Message,"6,5",,7,,,,,,
Jazz,,Yussef Kamaal,Black Focus,O.G.,5,,7,,,,,,
Jazz,,Yussef Kamaal,Black Focus,Remembrance,"7,5",,8,"6,3",,,,,
Jazz,,Yussef Kamaal,Black Focus,Strings of Light,7,,7,"6,1",,,,,
Jazz,,Yussef Kamaal,Black Focus,Wingtai Drums,8,,"8,5",,,,,,
Jazz,,Yussef Kamaal,Black Focus,Yo Chavez,8,,8,,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,Bad Girl,8,,8,,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,Gimme All Your Lovin',9,,8,"8,8",,,,,
Rock,Hard Rock,ZZ Top,Eliminator,Got Me Under Pressure,8,,7,,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,I Got The Six,"8,5",,"8,5",,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,I Need You Tonight,"7,75",,7,,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,If I Could Only Flag Her Down,"7,5",,7,,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,Legs,"9,25",,8,"8,6",,,,"6,5",
Rock,Hard Rock,ZZ Top,Eliminator,Sharp Dressed Man,9,,"8,5",9,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,Thug,"8,25",,"8,75",,,,,,
Rock,Hard Rock,ZZ Top,Eliminator,TV Dinners,"7,75",,7,,,,,,
